customer_id,type_of_client,total_ytd_order,total_quantity,avg_quantity,total_order_amount_ytd,avg_total_order_amount_ytd,completed_years_of_education,education_over_age,loyalty,YTD_amount_negative,total_order_amount_Q1,total_order_amount_Q2,total_order_amount_Q3,total_order_amount_Q4,Q4_amount_negative,sex,marital_status,employment_type,occupation,country_of_origins,age,education,completed_years_of_education,marital_status,relationship_in_household,race
2397443484,NULL,81,90,1.1111,1028.54,12.698025,7,8.4645,22,1,138.45,296.25,186.54,407.30,1,1,1,Private,Transport-moving,United-States,67,11th,7,Married-civ-spouse,Husband,White
2397473534,NULL,29,54,1.8621,205.91,7.100345,9,7.4559,14,1,-10.25,0.00,216.16,0.00,1,1,1,Private,Craft-repair,United-States,35,HS-grad,9,Married-civ-spouse,Husband,White
2398944306,NULL,9,44,4.8889,200.20,22.244444,14,2.7999,0,1,0.00,0.00,0.00,200.20,1,0,0,Self-emp-not-inc,Prof-specialty,United-States,45,Masters,14,Never-married,Not-in-family,White
2398995230,NULL,204,751,3.6814,1573.50,7.713235,13,71.6856,24,1,730.30,171.06,481.09,191.05,1,1,1,Private,Machine-op-inspct,United-States,37,Bachelors,13,Married-civ-spouse,Husband,White
2399268586,NULL,1654,6969,4.2134,16832.96,10.177122,9,256.7008,30,1,3897.15,3913.07,3653.00,5369.74,1,1,1,Private,Craft-repair,United-States,58,HS-grad,9,Married-civ-spouse,Husband,White
2400086495,NULL,30,199,6.6333,500.49,16.683000,10,10.7130,20,1,0.00,260.66,0.00,239.83,1,1,0,Private,Other-service,United-States,28,Some-college,10,Never-married,Not-in-family,White
2401876912,NULL,214,737,3.4439,2495.60,11.661682,10,28.9114,25,1,0.00,465.71,924.71,1105.18,1,1,1,Self-emp-not-inc,Prof-specialty,United-States,74,Some-college,10,Married-civ-spouse,Husband,White
2401920199,Wholesaler,60,252,4.2000,662.89,11.048167,10,21.4260,6,1,0.00,191.33,0.00,471.56,1,0,0,Private,Sales,United-States,28,Some-college,10,Never-married,Not-in-family,White
2403986939,NULL,26,171,6.8400,345.45,13.818000,10,7.4282,0,1,0.00,0.00,345.45,0.00,1,1,1,Local-gov,Craft-repair,United-States,35,Some-college,10,Married-civ-spouse,Husband,White
2405149627,NULL,89,476,5.3483,444.12,4.990112,7,9.0246,17,1,110.65,163.71,50.49,119.27,1,0,0,Federal-gov,Adm-clerical,United-States,69,11th,7,Widowed,Not-in-family,White
2405497716,Personal,58,147,2.5345,500.18,8.623793,10,14.1462,17,1,0.00,0.00,517.18,-17.00,0,1,1,Self-emp-not-inc,Sales,Mexico,41,Some-college,10,Married-civ-spouse,Husband,White
2406437052,NULL,107,686,6.4112,1149.57,10.743645,9,50.6859,10,1,394.08,414.37,0.00,341.12,1,1,0,Private,Sales,United-States,19,HS-grad,9,Never-married,Own-child,White
2406709548,NULL,16,73,4.5625,221.55,13.846875,5,1.1936,3,1,0.00,0.00,221.55,0.00,1,1,1,Private,Prof-specialty,United-States,67,9th,5,Married-civ-spouse,Husband,Black
2407122349,NULL,50,179,3.5800,402.45,8.049000,10,18.5200,7,1,0.00,402.45,0.00,0.00,1,1,0,Private,Sales,United-States,27,Some-college,10,Never-married,Unmarried,White
2408436877,NULL,35,78,2.2286,89.20,2.548571,11,9.1665,10,1,0.00,29.88,59.32,0.00,1,0,0,Private,Adm-clerical,United-States,42,Assoc-voc,11,Never-married,Not-in-family,White
2408749667,Wholesaler,228,519,2.2763,1399.25,6.137061,14,58.0260,24,1,169.35,143.97,261.10,824.83,1,1,1,Private,Exec-managerial,United-States,55,Masters,14,Married-civ-spouse,Husband,White
2409066521,NULL,29,97,3.3448,296.70,10.231034,9,9.6657,8,1,0.00,63.75,0.00,232.95,1,1,1,Private,Craft-repair,United-States,27,HS-grad,9,Married-civ-spouse,Husband,White
2410433947,NULL,13,22,1.6923,101.77,7.828462,9,5.5718,0,1,0.00,0.00,101.77,0.00,1,1,0,Private,Craft-repair,United-States,21,HS-grad,9,Never-married,Not-in-family,White
2410878574,NULL,12,47,3.9167,95.91,7.992500,13,4.8756,0,1,0.00,0.00,95.91,0.00,1,0,0,State-gov,Prof-specialty,United-States,32,Bachelors,13,Never-married,Own-child,White
2411035183,NULL,60,342,5.7000,311.03,5.183833,10,13.3320,14,1,161.09,0.00,0.00,149.94,1,1,1,Private,Craft-repair,United-States,45,Some-college,10,Married-civ-spouse,Husband,White
2411198048,NULL,10,137,13.7000,155.28,15.528000,12,4.6150,0,1,0.00,155.28,0.00,0.00,1,0,0,Private,Prof-specialty,United-States,26,Assoc-acdm,12,Never-married,Not-in-family,White
2411536041,NULL,47,152,3.2340,760.83,16.187872,12,16.1163,27,1,217.79,364.43,100.13,78.48,1,1,1,Local-gov,Protective-serv,United-States,35,Assoc-acdm,12,Married-civ-spouse,Husband,White
2411539785,NULL,112,511,4.5625,311.84,2.784286,9,40.3200,18,1,69.41,49.62,0.00,192.81,1,1,0,Private,Other-service,United-States,25,HS-grad,9,Never-married,Not-in-family,White
2411645122,NULL,11,45,4.0909,117.69,10.699091,10,5.2382,0,1,117.69,0.00,0.00,0.00,1,1,0,State-gov,Tech-support,United-States,21,Some-college,10,Never-married,Own-child,White
2414330697,NULL,115,361,3.1391,1790.40,15.568696,10,42.5960,25,1,66.60,444.09,112.15,1167.56,1,1,1,Private,Tech-support,United-States,27,Some-college,10,Married-civ-spouse,Husband,White
2416649649,NULL,7,21,3.0000,98.62,14.088571,9,1.5001,0,1,0.00,0.00,0.00,98.62,1,1,1,Private,Craft-repair,United-States,42,HS-grad,9,Married-civ-spouse,Husband,White
2417057987,NULL,75,250,3.3333,531.34,7.084533,12,37.5000,21,1,131.80,199.57,199.97,0.00,1,0,1,Private,Sales,United-States,24,Assoc-acdm,12,Married-civ-spouse,Own-child,White
2418623836,NULL,167,889,5.3234,1682.41,10.074311,9,42.9357,28,1,408.95,806.74,24.95,441.77,1,1,1,Private,Sales,United-States,35,HS-grad,9,Married-civ-spouse,Husband,White
2419568432,NULL,37,116,3.1351,521.42,14.092432,9,6.9375,0,1,0.00,0.00,521.42,0.00,1,1,1,Self-emp-not-inc,Craft-repair,England,48,HS-grad,9,Married-civ-spouse,Husband,White
2421681464,NULL,15,51,3.4000,160.01,10.667333,6,2.8125,0,1,0.00,160.01,0.00,0.00,1,1,0,Private,Craft-repair,United-States,32,10th,6,Never-married,Unmarried,White
2425297552,NULL,24,75,3.1250,181.75,7.572917,11,8.2512,29,1,84.40,0.00,97.35,0.00,1,1,1,Private,Craft-repair,Mexico,32,Assoc-voc,11,Married-civ-spouse,Husband,White
2425426249,NULL,38,394,10.3684,827.73,21.782368,9,11.4000,6,1,0.00,0.00,430.47,397.26,1,1,0,Private,Prof-specialty,United-States,30,HS-grad,9,Never-married,Own-child,White
2426118822,Wholesaler,436,736,1.6881,1093.65,2.508372,10,218.0000,25,1,0.00,0.00,0.00,1093.65,1,1,0,Private,Sales,United-States,20,Some-college,10,Never-married,Own-child,White
2428133557,NULL,12,25,2.0833,43.58,3.631667,11,3.0000,20,1,19.20,0.00,0.00,24.38,1,1,0,Private,Sales,United-States,44,Assoc-voc,11,Divorced,Not-in-family,White
2428434237,Wholesaler,233,1247,5.3519,3484.97,14.956953,10,80.3384,23,1,0.00,1386.04,586.02,1512.91,1,0,0,Private,Adm-clerical,United-States,29,Some-college,10,Never-married,Own-child,White
2428554172,NULL,27,66,2.4444,217.10,8.040741,10,15.0012,12,1,-11.90,231.10,-2.10,0.00,1,1,0,Private,Adm-clerical,United-States,18,Some-college,10,Never-married,Own-child,White
2430357244,Wholesaler,141,370,2.6241,1623.98,11.517589,9,39.6633,26,1,721.21,333.77,212.67,356.33,1,1,1,State-gov,Transport-moving,United-States,32,HS-grad,9,Married-civ-spouse,Husband,White
2434164289,NULL,15,25,1.6667,47.56,3.170667,13,3.5460,0,1,0.00,0.00,47.56,0.00,1,1,0,Federal-gov,Exec-managerial,United-States,55,Bachelors,13,Divorced,Not-in-family,White
2435455429,NULL,6,18,3.0000,119.30,19.883333,13,2.4378,0,1,119.30,0.00,0.00,0.00,1,0,0,Private,Exec-managerial,United-States,32,Bachelors,13,Never-married,Not-in-family,White
2435733127,Wholesaler,116,599,5.1638,1344.76,11.592759,9,24.8588,22,1,-2.55,916.86,249.59,180.86,1,1,0,Private,Handlers-cleaners,Poland,42,HS-grad,9,Separated,Unmarried,White
2436073752,Wholesaler,404,878,2.1733,2177.54,5.389950,10,93.9704,22,1,559.36,1065.97,483.71,68.50,1,1,0,Private,Farming-fishing,United-States,43,Some-college,10,Divorced,Not-in-family,White
2437962772,NULL,86,203,2.3605,564.00,6.558140,10,40.9532,22,1,388.82,175.18,0.00,0.00,1,0,0,Private,Sales,United-States,21,Some-college,10,Never-married,Own-child,White
2438748801,NULL,28,53,1.8929,78.82,2.815000,14,8.1676,0,1,0.00,78.82,0.00,0.00,1,1,0,State-gov,Protective-serv,United-States,48,Masters,14,Divorced,Not-in-family,White
2439331080,Wholesaler,237,1467,6.1899,2615.57,11.036160,13,96.2931,24,1,0.00,536.75,683.58,1395.24,1,0,0,Self-emp-not-inc,Tech-support,United-States,32,Bachelors,13,Never-married,Not-in-family,White
2442678942,Wholesaler,134,413,3.0821,1293.92,9.656119,13,54.4442,27,1,365.43,256.54,114.55,557.40,1,1,1,Self-emp-inc,Sales,United-States,32,Bachelors,13,Married-civ-spouse,Husband,White
2442766699,Wholesaler,134,592,4.4179,1653.90,12.342537,13,62.2162,17,1,0.00,496.03,999.24,158.63,1,1,1,State-gov,Protective-serv,United-States,28,Bachelors,13,Married-civ-spouse,Husband,White
2444170824,Wholesaler,446,786,1.7623,1643.57,3.685135,9,138.3938,23,1,326.59,128.60,123.28,1065.10,1,1,0,Private,Prof-specialty,United-States,29,HS-grad,9,Never-married,Not-in-family,White
2445132190,NULL,46,153,3.3261,378.07,8.218913,9,10.8928,15,1,0.00,0.00,250.46,127.61,1,1,1,Private,Craft-repair,United-States,38,HS-grad,9,Married-civ-spouse,Husband,White
2449560737,Wholesaler,127,917,7.2205,2563.74,20.186929,3,7.4676,25,1,328.50,426.31,1041.36,767.57,1,1,1,Self-emp-not-inc,Craft-repair,United-States,51,5th-6th,3,Married-civ-spouse,Husband,White
2449988124,NULL,10,27,2.7000,48.22,4.822000,9,4.2860,22,1,0.00,0.00,48.22,0.00,1,0,0,Private,Other-service,United-States,21,HS-grad,9,Never-married,Own-child,Black
2450570537,NULL,54,127,2.3519,285.47,5.286481,11,12.3768,18,1,0.00,113.94,171.53,0.00,1,1,1,Private,Craft-repair,United-States,48,Assoc-voc,11,Married-civ-spouse,Husband,White
2456379124,NULL,9,39,4.3333,104.26,11.584444,13,2.7855,0,1,0.00,0.00,0.00,104.26,1,0,0,Private,Adm-clerical,United-States,42,Bachelors,13,Divorced,Unmarried,White
2457762592,NULL,2,4,2.0000,14.80,7.400000,15,0.6522,0,1,0.00,0.00,0.00,14.80,1,1,1,Self-emp-inc,Prof-specialty,United-States,46,Prof-school,15,Married-civ-spouse,Husband,White
2457964716,NULL,20,66,3.3000,251.38,12.569000,12,7.5000,0,1,0.00,0.00,0.00,251.38,1,1,1,Federal-gov,Craft-repair,United-States,32,Assoc-acdm,12,Married-civ-spouse,Husband,White
2462556464,NULL,21,92,4.3810,423.20,20.152381,9,5.1072,17,1,0.00,0.00,120.30,302.90,1,1,1,Private,Prof-specialty,United-States,37,HS-grad,9,Married-civ-spouse,Husband,White
2463142541,NULL,5,1553,310.6000,394.23,78.846000,13,1.3000,0,1,0.00,0.00,394.23,0.00,1,1,1,Self-emp-inc,Sales,United-States,50,Bachelors,13,Married-civ-spouse,Husband,White
2465212161,NULL,29,54,1.8621,149.29,5.147931,9,8.9987,0,1,0.00,0.00,0.00,149.29,1,1,1,Self-emp-not-inc,Farming-fishing,United-States,29,HS-grad,9,Married-civ-spouse,Husband,White
2466601355,NULL,32,50,1.5625,96.29,3.009063,9,4.9664,0,1,0.00,0.00,96.29,0.00,1,1,1,Private,Prof-specialty,United-States,58,HS-grad,9,Married-civ-spouse,Husband,White
2467524008,Wholesaler,53,91,1.7170,467.27,8.816415,12,21.2000,9,1,0.00,0.00,0.00,467.27,1,0,0,Private,Craft-repair,United-States,30,Assoc-acdm,12,Divorced,Unmarried,White
2467749279,NULL,24,81,3.3750,240.56,10.023333,2,0.7608,0,1,240.56,0.00,0.00,0.00,1,0,0,Private,Machine-op-inspct,Portugal,63,1st-4th,2,Widowed,Unmarried,White
2468374612,NULL,14,59,4.2143,174.55,12.467857,9,5.4782,0,1,0.00,0.00,0.00,174.55,1,1,1,Private,Other-service,United-States,23,HS-grad,9,Married-civ-spouse,Own-child,Black
2469668204,NULL,18,55,3.0556,118.53,6.585000,8,3.4290,0,1,0.00,0.00,0.00,118.53,1,1,0,Private,Farming-fishing,United-States,42,12th,8,Never-married,Own-child,White
2469798472,NULL,9,44,4.8889,62.84,6.982222,14,2.3337,0,1,0.00,62.84,0.00,0.00,1,0,1,Private,Exec-managerial,United-States,54,Masters,14,Married-civ-spouse,Wife,White
2470317307,Wholesaler,2,4,2.0000,11.80,5.900000,13,1.1304,0,1,0.00,0.00,0.00,11.80,1,0,0,Private,Sales,England,23,Bachelors,13,Never-married,Own-child,White
2471166912,NULL,162,461,2.8457,1419.39,8.761667,12,53.9946,23,1,751.92,138.05,529.42,0.00,1,0,0,Local-gov,Adm-clerical,United-States,36,Assoc-acdm,12,Separated,Unmarried,White
2473982846,Wholesaler,224,463,2.0670,1014.46,4.528839,9,87.6512,21,1,0.00,493.72,322.30,198.44,1,1,0,Private,Transport-moving,United-States,23,HS-grad,9,Never-married,Own-child,White
2476041362,Personal,76,194,2.5526,592.04,7.790000,9,19.5396,23,1,0.00,0.00,629.88,-37.84,0,0,1,Private,Transport-moving,United-States,35,HS-grad,9,Married-civ-spouse,Wife,Black
2477273601,NULL,100,853,8.5300,949.31,9.493100,9,19.5700,14,1,320.87,134.17,431.87,62.40,1,1,1,Private,Craft-repair,United-States,46,HS-grad,9,Married-civ-spouse,Husband,Black
2478518218,NULL,28,76,2.7143,162.37,5.798929,13,6.3868,0,1,0.00,0.00,0.00,162.37,1,1,1,Federal-gov,Exec-managerial,United-States,57,Bachelors,13,Married-civ-spouse,Husband,White
2480796834,Personal,90,169,1.8778,525.55,5.839444,10,25.7130,6,1,0.00,118.70,292.11,114.74,1,1,1,Private,Craft-repair,United-States,35,Some-college,10,Married-civ-spouse,Husband,White
2481008074,NULL,68,220,3.2353,659.21,9.694265,10,14.4704,3,1,0.00,372.06,0.00,287.15,1,0,0,Private,Adm-clerical,United-States,47,Some-college,10,Divorced,Unmarried,Black
2481595647,NULL,3,15,5.0000,50.25,16.750000,14,1.3125,0,1,50.25,0.00,0.00,0.00,1,1,1,Local-gov,Prof-specialty,United-States,32,Masters,14,Married-civ-spouse,Husband,White
2483565127,NULL,1,7,7.0000,7.42,7.420000,14,0.4242,0,1,7.42,0.00,0.00,0.00,1,0,0,Local-gov,Prof-specialty,United-States,33,Masters,14,Never-married,Not-in-family,White
2484131509,Wholesaler,37,126,3.4054,343.96,9.296216,9,6.7969,1,1,0.00,0.00,0.00,343.96,1,1,0,Private,Adm-clerical,United-States,49,HS-grad,9,Divorced,Not-in-family,White
2484418892,NULL,26,102,3.9231,275.60,10.600000,9,6.3232,17,1,0.00,275.60,0.00,0.00,1,0,1,Private,Other-service,South,37,HS-grad,9,Married-civ-spouse,Wife,Asian-Pac-Islander
2485494802,NULL,128,599,4.6797,2235.96,17.468438,9,25.0496,20,1,0.00,744.40,962.54,529.02,1,0,0,Private,Handlers-cleaners,Peru,46,HS-grad,9,Separated,Unmarried,White
2487208091,NULL,109,250,2.2936,735.72,6.749725,10,32.0569,0,1,0.00,0.00,735.72,0.00,1,0,0,Private,Sales,United-States,34,Some-college,10,Divorced,Not-in-family,White
2487900712,NULL,140,312,2.2286,875.36,6.252571,9,25.7180,27,1,0.00,446.00,279.32,150.04,1,0,1,Private,Handlers-cleaners,United-States,49,HS-grad,9,Married-civ-spouse,Wife,Black
2494193729,Wholesaler,90,471,5.2333,937.87,10.420778,9,27.0000,26,1,404.95,507.90,-7.90,32.92,1,1,0,Private,Prof-specialty,United-States,30,HS-grad,9,Never-married,Own-child,White
2494730136,Wholesaler,103,373,3.6214,1274.10,12.369903,5,13.5548,25,1,-7.20,0.00,284.19,997.11,1,1,1,Private,Handlers-cleaners,Mexico,38,9th,5,Married-spouse-absent,Not-in-family,White
2495779495,NULL,19,3,0.1579,16.89,0.888947,7,7.8242,12,1,0.00,0.00,0.00,16.89,1,1,0,Private,Other-service,United-States,17,11th,7,Never-married,Not-in-family,White
2496193892,NULL,43,92,2.1395,65.05,1.512791,5,11.3176,19,1,39.72,0.00,25.33,0.00,1,1,0,Private,Farming-fishing,Mexico,19,9th,5,Never-married,Other-relative,White
2497872837,NULL,92,219,2.3804,456.77,4.964891,9,19.7156,18,1,80.72,190.95,20.80,164.30,1,1,0,Private,Craft-repair,United-States,42,HS-grad,9,Never-married,Not-in-family,White
2498050304,Wholesaler,166,456,2.7470,454.16,2.735904,12,56.9214,16,1,138.19,0.00,176.64,139.33,1,1,1,Local-gov,Prof-specialty,United-States,35,Assoc-acdm,12,Married-civ-spouse,Husband,White
2499627528,NULL,162,643,3.9691,1761.47,10.873272,14,42.0066,0,1,0.00,0.00,0.00,1761.47,1,0,0,Self-emp-not-inc,Prof-specialty,United-States,54,Masters,14,Divorced,Not-in-family,White
2500270847,NULL,80,264,3.3000,641.09,8.013625,9,18.0000,8,1,0.00,468.79,0.00,172.30,1,1,0,Self-emp-not-inc,Transport-moving,United-States,40,HS-grad,9,Divorced,Not-in-family,White
2506596775,NULL,68,191,2.8088,703.71,10.348676,9,16.1024,4,1,-36.50,0.00,0.00,740.21,1,1,1,Private,Machine-op-inspct,United-States,38,HS-grad,9,Married-civ-spouse,Husband,White
2506738138,Wholesaler,33,156,4.7273,312.61,9.473030,7,5.9235,18,1,0.00,0.00,144.83,167.78,1,1,1,Private,Transport-moving,Mexico,39,11th,7,Married-spouse-absent,Own-child,White
2507013356,NULL,14,46,3.2857,179.43,12.816429,10,2.5452,8,1,179.43,0.00,0.00,0.00,1,1,0,Private,Transport-moving,United-States,55,Some-college,10,Divorced,Not-in-family,White
2507093223,Wholesaler,144,578,4.0139,1734.03,12.041875,13,34.6608,21,1,880.90,323.15,256.11,273.87,1,1,1,Private,Sales,United-States,54,Bachelors,13,Married-civ-spouse,Husband,White
2509442347,NULL,20,44,2.2000,206.62,10.331000,9,3.3340,11,1,0.00,0.00,116.92,89.70,1,1,0,Private,Transport-moving,United-States,54,HS-grad,9,Divorced,Not-in-family,White
2509804380,NULL,34,114,3.3529,469.02,13.794706,1,0.9996,24,1,0.00,244.20,0.00,224.82,1,0,0,Local-gov,Adm-clerical,United-States,34,Preschool,1,Never-married,Own-child,Black
2509981883,NULL,14,45,3.2143,126.53,9.037857,9,2.1000,13,1,0.00,139.28,-12.75,0.00,1,1,1,Federal-gov,Adm-clerical,United-States,60,HS-grad,9,Married-civ-spouse,Husband,White
2512534143,Wholesaler,229,1348,5.8865,2907.84,12.697991,10,95.4243,26,1,390.08,50.60,1628.39,838.77,1,0,0,Private,Adm-clerical,United-States,24,Some-college,10,Never-married,Own-child,White
2513183967,NULL,9,13,1.4444,60.65,6.738889,9,1.3068,0,1,60.65,0.00,0.00,0.00,1,0,0,Self-emp-not-inc,Adm-clerical,United-States,62,HS-grad,9,Widowed,Unmarried,White
2514006799,NULL,32,149,4.6563,324.75,10.148438,4,2.3712,9,1,0.00,222.86,0.00,101.89,1,1,1,Private,Exec-managerial,United-States,54,7th-8th,4,Married-civ-spouse,Husband,White
2514119686,Wholesaler,142,437,3.0775,908.23,6.395986,9,51.1200,10,1,0.00,414.07,201.85,292.31,1,1,0,Private,Handlers-cleaners,United-States,25,HS-grad,9,Never-married,Other-relative,White
2515243375,Wholesaler,132,345,2.6136,791.52,5.996364,13,36.5112,27,1,182.85,333.42,118.58,156.67,1,1,0,Self-emp-not-inc,Sales,United-States,47,Bachelors,13,Divorced,Not-in-family,White
2517299757,NULL,1,-12,-12.0000,-35.40,-35.400000,13,0.3421,0,0,0.00,0.00,0.00,-35.40,0,1,1,Self-emp-inc,Craft-repair,United-States,38,Bachelors,13,Married-civ-spouse,Husband,White
2518312476,NULL,5,5,1.0000,33.60,6.720000,9,1.3235,0,1,0.00,33.60,0.00,0.00,1,0,0,Private,Other-service,United-States,34,HS-grad,9,Divorced,Unmarried,White
2518474526,NULL,124,370,2.9839,1469.29,11.849113,14,41.3292,11,1,390.25,456.14,0.00,622.90,1,1,1,Private,Exec-managerial,United-States,42,Masters,14,Married-civ-spouse,Husband,White
2518775898,NULL,18,52,2.8889,156.97,8.720556,10,8.1810,0,1,156.97,0.00,0.00,0.00,1,0,0,Private,Tech-support,United-States,22,Some-college,10,Never-married,Other-relative,Asian-Pac-Islander
2519390801,NULL,5,18,3.6000,50.70,10.140000,9,1.9565,16,1,0.00,0.00,50.70,0.00,1,1,0,Private,Craft-repair,Outlying-US(Guam-USVI-etc),23,HS-grad,9,Never-married,Unmarried,White
2524045654,Wholesaler,61,103,1.6885,233.23,3.823443,13,16.8726,3,1,119.31,0.00,0.00,113.92,1,1,0,Private,Sales,United-States,47,Bachelors,13,Never-married,Not-in-family,Black
2525855097,NULL,21,129,6.1429,274.55,13.073810,14,9.4836,21,1,0.00,153.50,121.05,0.00,1,1,1,Private,Exec-managerial,United-States,31,Masters,14,Married-civ-spouse,Husband,White
2527526932,NULL,3,10,3.3333,59.50,19.833333,13,0.9069,0,1,0.00,59.50,0.00,0.00,1,0,1,Local-gov,Prof-specialty,United-States,43,Bachelors,13,Married-civ-spouse,Wife,White
2527654413,NULL,45,124,2.7556,285.13,6.336222,10,19.5660,15,1,0.00,0.00,165.16,119.97,1,1,0,Private,Exec-managerial,Peru,23,Some-college,10,Never-married,Own-child,Other
2528893238,NULL,155,472,3.0452,1748.90,11.283226,5,43.0590,28,1,0.00,0.00,531.32,1217.58,1,0,0,Private,Other-service,United-States,18,9th,5,Never-married,Own-child,Black
2529211632,NULL,16,43,2.6875,110.59,6.911875,9,6.2608,30,1,98.59,-43.80,0.00,55.80,1,0,0,Private,Machine-op-inspct,United-States,23,HS-grad,9,Never-married,Own-child,White
2529741937,NULL,37,73,1.9730,289.78,7.831892,12,11.3849,17,1,289.78,0.00,0.00,0.00,1,1,1,Private,Tech-support,France,39,Assoc-acdm,12,Married-civ-spouse,Husband,White
2529789374,NULL,65,214,3.2923,689.17,10.602615,9,8.1250,3,1,0.00,453.42,235.75,0.00,1,1,1,Without-pay,Other-service,United-States,72,HS-grad,9,Married-civ-spouse,Husband,White
2529916646,NULL,58,167,2.8793,562.57,9.699483,9,10.4400,24,1,185.29,0.00,377.28,0.00,1,1,1,State-gov,Protective-serv,United-States,50,HS-grad,9,Married-civ-spouse,Husband,White
2530545197,NULL,22,365,16.5909,567.72,25.805455,9,5.9994,0,1,0.00,567.72,0.00,0.00,1,1,1,Private,Prof-specialty,United-States,33,HS-grad,9,Married-civ-spouse,Husband,White
2530632776,NULL,25,64,2.5600,151.60,6.064000,10,6.5800,0,1,0.00,0.00,0.00,151.60,1,0,0,Private,Adm-clerical,United-States,38,Some-college,10,Divorced,Unmarried,Black
2531980490,Wholesaler,18,138,7.6667,58.60,3.255556,5,1.6074,0,1,0.00,0.00,0.00,58.60,1,1,0,Private,Handlers-cleaners,United-States,56,9th,5,Never-married,Other-relative,Black
2532420624,NULL,20,76,3.8000,221.26,11.063000,10,4.7620,0,1,0.00,221.26,0.00,0.00,1,0,0,Private,Exec-managerial,United-States,42,Some-college,10,Divorced,Not-in-family,White
2533795646,Wholesaler,50,144,2.8800,205.93,4.118600,14,17.9500,0,1,0.00,0.00,0.00,205.93,1,0,0,Local-gov,Prof-specialty,United-States,39,Masters,14,Never-married,Not-in-family,White
2533985501,NULL,14,58,4.1429,146.15,10.439286,9,2.2498,0,1,146.15,0.00,0.00,0.00,1,0,0,Private,Sales,United-States,56,HS-grad,9,Widowed,Not-in-family,White
2534934476,NULL,35,62,1.7714,75.55,2.158571,9,13.1250,0,1,0.00,0.00,75.55,0.00,1,1,0,Private,Handlers-cleaners,United-States,24,HS-grad,9,Never-married,Own-child,Black
2535162179,NULL,10,42,4.2000,128.51,12.851000,10,2.2220,0,1,0.00,0.00,128.51,0.00,1,0,1,Private,Adm-clerical,United-States,45,Some-college,10,Married-civ-spouse,Wife,White
2535449539,NULL,43,137,3.1860,433.44,10.080000,9,17.5913,18,1,0.00,0.00,346.98,86.46,1,0,0,Private,Adm-clerical,United-States,22,HS-grad,9,Never-married,Own-child,White
2536545128,NULL,13,33,2.5385,40.75,3.134615,13,3.6738,0,1,0.00,0.00,40.75,0.00,1,1,1,Self-emp-inc,Sales,United-States,46,Bachelors,13,Married-civ-spouse,Husband,White
2537736392,NULL,14,52,3.7143,161.00,11.500000,10,5.1856,0,1,161.00,0.00,0.00,0.00,1,1,1,Self-emp-not-inc,Other-service,United-States,27,Some-college,10,Married-civ-spouse,Husband,White
2537775211,NULL,8,27,3.3750,91.93,11.491250,9,2.8800,0,1,91.93,0.00,0.00,0.00,1,1,1,Private,Transport-moving,United-States,25,HS-grad,9,Married-civ-spouse,Husband,White
2538631453,NULL,43,99,2.3023,319.49,7.430000,7,4.7773,17,1,0.00,187.64,131.85,0.00,1,1,0,Private,Prof-specialty,United-States,63,11th,7,Separated,Not-in-family,Black
2539491722,NULL,176,3876,22.0227,6862.37,38.990739,13,73.8144,27,1,1534.34,2224.99,1608.51,1494.53,1,1,1,Private,Exec-managerial,United-States,31,Bachelors,13,Married-civ-spouse,Husband,White
2540098965,NULL,33,126,3.8182,387.22,11.733939,9,5.3988,3,1,145.69,0.00,241.53,0.00,1,1,1,Private,Other-service,United-States,55,HS-grad,9,Married-civ-spouse,Husband,Black
2540402891,NULL,14,32,2.2857,117.95,8.425000,11,4.6662,4,1,0.00,117.95,0.00,0.00,1,1,0,Private,Craft-repair,United-States,33,Assoc-voc,11,Separated,Not-in-family,White
2541520504,Wholesaler,338,1418,4.1953,4503.22,13.323136,9,63.3750,26,1,875.33,1203.75,1344.24,1079.90,1,0,1,Private,Other-service,United-States,48,HS-grad,9,Married-civ-spouse,Wife,White
2541737247,NULL,22,117,5.3182,245.13,11.142273,13,7.3326,0,1,0.00,0.00,0.00,245.13,1,0,1,Private,Exec-managerial,United-States,39,Bachelors,13,Married-civ-spouse,Wife,White
2544298169,NULL,17,55,3.2353,166.37,9.786471,14,5.4094,19,1,0.00,187.22,0.00,-20.85,0,1,1,Federal-gov,Craft-repair,United-States,44,Masters,14,Married-civ-spouse,Husband,White
2547200939,NULL,104,532,5.1154,901.14,8.664808,13,27.5912,21,1,306.77,182.35,199.51,212.51,1,1,1,Self-emp-not-inc,Sales,United-States,49,Bachelors,13,Married-civ-spouse,Husband,White
2548135711,NULL,15,52,3.4667,264.86,17.657333,9,4.3545,7,1,237.67,0.00,27.19,0.00,1,1,0,Private,Craft-repair,United-States,31,HS-grad,9,Never-married,Own-child,White
2548687368,NULL,79,255,3.2278,1446.09,18.304937,10,13.6196,26,1,879.34,246.24,0.00,320.51,1,0,0,Private,Prof-specialty,United-States,58,Some-college,10,Divorced,Unmarried,White
2548974599,NULL,2,-52,-26.0000,-94.00,-47.000000,9,0.6924,0,0,-94.00,0.00,0.00,0.00,1,1,1,Private,Craft-repair,United-States,26,HS-grad,9,Married-civ-spouse,Husband,White
2550847421,NULL,7,17,2.4286,137.45,19.635714,10,2.8000,0,1,0.00,137.45,0.00,0.00,1,1,1,State-gov,Protective-serv,United-States,25,Some-college,10,Married-civ-spouse,Husband,White
